author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Kate Brown,https://lubimyczytac.pl/autor/130317/kate-brown,7.2,1537,3127,21.06.1960,10,3,0
Renata Kim,https://lubimyczytac.pl/autor/42199/renata-kim,6.5,1093,947,21.06.1960,7,5,0
Christian Unge,https://lubimyczytac.pl/autor/177278/christian-unge,6.6,1101,981,przybliżona),6,3,0
Susan Elizabeth Phillips,https://lubimyczytac.pl/autor/25758/susan-elizabeth-phillips,7.1,2420,3839,przybliżona),225,30,0
Barbara Burdzy,https://lubimyczytac.pl/autor/110149/barbara-burdzy,5.7,942,417,przybliżona),1,2,0
Marie Lucas,https://lubimyczytac.pl/autor/98579/marie-lucas,6.6,926,1300,przybliżona),13,2,0
Stefan Grabiński,https://lubimyczytac.pl/autor/30238/stefan-grabinski,6.7,2807,7489,26.02.1887,203,107,0
Anna Fryczkowska,https://lubimyczytac.pl/autor/22574/anna-fryczkowska,7.0,3961,6890,przybliżona),115,15,0
Dawid Krawczyk,https://lubimyczytac.pl/autor/204639/dawid-krawczyk,6.5,1392,1115,przybliżona),4,2,0
Courtney Cole,https://lubimyczytac.pl/autor/97874/courtney-cole,7.0,1511,1916,przybliżona),35,13,0
Fryderyk Engels,https://lubimyczytac.pl/autor/40441/fryderyk-engels,6.6,1169,1163,28.11.1820,12,42,0
Elizabeth Macneal,https://lubimyczytac.pl/autor/178844/elizabeth-macneal,6.4,957,956,28.11.1820,3,3,0
J. Lerman,https://lubimyczytac.pl/autor/86606/j-lerman,6.9,1027,826,12.10.1979,24,3,0
Lisa Kleypas,https://lubimyczytac.pl/autor/22852/lisa-kleypas,6.9,2338,5845,01.01.1964,233,39,0
Chloe Neill,https://lubimyczytac.pl/autor/46002/chloe-neill,7.1,1063,2278,01.01.1964,76,24,0
Ewelina Dobosz,https://lubimyczytac.pl/autor/190425/ewelina-dobosz,7.1,3724,3278,01.01.1964,61,19,0
Gabriel Tallent,https://lubimyczytac.pl/autor/149795/gabriel-tallent,6.7,841,1199,01.01.1964,4,1,0
Sana Krasikov,https://lubimyczytac.pl/autor/34298/sana-krasikov,6.6,840,1036,przybliżona),13,2,0
Chuck Hogan,https://lubimyczytac.pl/autor/40742/chuck-hogan,6.7,1048,1320,04.08.1967,3,4,0
Leon Leyson,https://lubimyczytac.pl/autor/94293/leon-leyson,7.8,841,913,14.01.2013,0,1,0
Rebecca Johns,https://lubimyczytac.pl/autor/78491/rebecca-johns,7.2,817,1267,przybliżona),10,2,0
Grzegorz Brudnik,https://lubimyczytac.pl/autor/166301/grzegorz-brudnik,7.5,1239,1298,przybliżona),89,5,0
Dan Ariely,https://lubimyczytac.pl/autor/5288/dan-ariely,7.3,1080,2856,przybliżona),38,11,0
Denis Szabałow,https://lubimyczytac.pl/autor/125824/denis-szabalow,7.6,952,1531,01.01.1981,22,3,0
Donna Woolfolk Cross,https://lubimyczytac.pl/autor/22603/donna-woolfolk-cross,7.6,811,959,01.01.1981,6,1,0
Sven Lindqvist,https://lubimyczytac.pl/autor/31889/sven-lindqvist,6.9,1055,2134,28.04.1932,10,4,0
Heinrich Kramer,https://lubimyczytac.pl/autor/34130/heinrich-kramer,7.6,1011,1562,01.01.1430,1,4,0
Dorota Malesa,https://lubimyczytac.pl/autor/175490/dorota-malesa,7.1,794,918,01.01.1430,3,1,0
William King,https://lubimyczytac.pl/autor/3348/william-king,6.9,1918,2032,07.12.1959,47,25,0
Ewa Kempisty-Jeznach,https://lubimyczytac.pl/autor/124784/ewa-kempisty-jeznach,6.1,1037,1046,07.12.1959,5,6,0
Anna Szczepanek,https://lubimyczytac.pl/autor/171198/anna-szczepanek,7.0,895,478,07.12.1959,14,3,0
Marzena Rogalska,https://lubimyczytac.pl/autor/134350/marzena-rogalska,7.4,1721,2025,13.04.1970,57,13,0
Nadia Hamid,https://lubimyczytac.pl/autor/137003/nadia-hamid,6.8,1150,531,13.04.1970,4,6,0
James Luceno,https://lubimyczytac.pl/autor/20201/james-luceno,6.8,2203,1701,13.04.1970,24,18,0
Robison Wells,https://lubimyczytac.pl/autor/60252/robison-wells,6.5,828,702,13.04.1970,12,5,0
Romuald Koperski,https://lubimyczytac.pl/autor/41122/romuald-koperski,7.4,991,1425,01.01.1955,51,8,0
Eugeniusz Dębski,https://lubimyczytac.pl/autor/3266/eugeniusz-debski,6.3,7811,11783,26.01.1952,154,70,0
Antonina Kozłowska,https://lubimyczytac.pl/autor/23924/antonina-kozlowska,6.4,1518,1292,26.01.1952,47,3,0
Richard Case,https://lubimyczytac.pl/autor/52344/richard-case,7.6,714,380,26.01.1952,1,6,0
Helena Hunting,https://lubimyczytac.pl/autor/112130/helena-hunting,6.7,1136,1499,26.01.1952,32,31,0
Carol Rifka Brunt,https://lubimyczytac.pl/autor/67525/carol-rifka-brunt,7.8,823,1665,26.01.1952,16,1,0
Sierżant Bagieta,https://lubimyczytac.pl/autor/255073/sierzant-bagieta,6.0,804,128,26.01.1952,3,1,0
Jack Higgins,https://lubimyczytac.pl/autor/19890/jack-higgins,6.6,2919,4584,27.07.1929,135,79,0
Alex Aster,https://lubimyczytac.pl/autor/234376/alex-aster,7.5,776,1581,27.07.1929,13,5,0
Helene Flood,https://lubimyczytac.pl/autor/196351/helene-flood,6.0,969,595,27.07.1929,4,2,0
Sarah Crossan,https://lubimyczytac.pl/autor/84928/sarah-crossan,7.3,1122,1681,27.07.1929,41,11,0
Wacław Berent,https://lubimyczytac.pl/autor/30213/waclaw-berent,6.2,1130,687,28.09.1873,24,11,0
Adriana Locke,https://lubimyczytac.pl/autor/114413/adriana-locke,7.1,961,1214,28.09.1873,24,45,0
Henri Loevenbruck,https://lubimyczytac.pl/autor/30880/henri-loevenbruck,6.8,1015,1317,26.03.1972,11,16,0
Marlena de Blasi,https://lubimyczytac.pl/autor/31204/marlena-de-blasi,6.3,2470,3178,03.05.1952,50,9,0
Amanda Quick,https://lubimyczytac.pl/autor/18852/amanda-quick,6.6,3247,5163,28.03.1948,221,36,0
Marcin Świątkowski,https://lubimyczytac.pl/autor/251840/marcin-swiatkowski,7.0,948,934,28.03.1948,31,5,0
Catherine Gildiner,https://lubimyczytac.pl/autor/230621/catherine-gildiner,8.2,763,1364,28.03.1948,7,1,0
Karin Smirnoff,https://lubimyczytac.pl/autor/219684/karin-smirnoff,6.9,1344,2361,24.09.1964,33,6,0
Brené Brown,https://lubimyczytac.pl/autor/74966/brene-brown,7.6,1320,4215,18.11.1965,88,10,0
Luca Caioli,https://lubimyczytac.pl/autor/58330/luca-caioli,6.6,1760,775,przybliżona),12,11,0
Ali Shaw,https://lubimyczytac.pl/autor/24341/ali-shaw,6.0,830,616,przybliżona),4,2,0
Wiktor Pielewin,https://lubimyczytac.pl/autor/22164/wiktor-pielewin,6.4,2030,2953,22.11.1962,164,18,0
Ango Sakaguchi,https://lubimyczytac.pl/autor/190197/ango-sakaguchi,6.8,988,1051,20.10.1906,8,4,0
Izabella Frączyk,https://lubimyczytac.pl/autor/45549/izabella-fraczyk,7.1,3418,5431,04.07.1970,136,34,0
Tana French,https://lubimyczytac.pl/autor/15270/tana-french,6.6,2327,4408,01.01.1973,102,9,0
Olga Drenda,https://lubimyczytac.pl/autor/86982/olga-drenda,6.6,2287,3690,01.01.1973,18,13,1
Piotr Jacoń,https://lubimyczytac.pl/autor/219143/piotr-jacon,7.9,828,520,01.01.1973,8,2,0
Anna Falatyn,https://lubimyczytac.pl/autor/211348/anna-falatyn,8.2,1643,2274,01.01.1973,114,10,0
Ferdinand von Schirach,https://lubimyczytac.pl/autor/53385/ferdinand-von-schirach,8.0,1538,1672,przybliżona),59,12,0
Paolo Bacigalupi,https://lubimyczytac.pl/autor/31621/paolo-bacigalupi,7.3,2282,5424,przybliżona),65,10,0
Dorota Wellman,https://lubimyczytac.pl/autor/50434/dorota-wellman,6.1,2593,1614,02.03.1961,34,12,0
Jeph Loeb,https://lubimyczytac.pl/autor/24488/jeph-loeb,7.0,1405,1199,28.01.1958,14,143,0
Waldemar Ciszak,https://lubimyczytac.pl/autor/100127/waldemar-ciszak,6.7,1021,1215,01.01.1955,4,2,0
Sally Green,https://lubimyczytac.pl/autor/102897/sally-green,7.5,815,1870,01.01.1955,28,6,0
Mitchell Zuckoff,https://lubimyczytac.pl/autor/64676/mitchell-zuckoff,7.8,1147,2148,18.04.1962,2,4,0
Alison G. Bailey,https://lubimyczytac.pl/autor/92790/alison-g-bailey,7.6,863,1351,18.04.1962,11,4,0
Jennifer Worth,https://lubimyczytac.pl/autor/63214/jennifer-worth,7.7,811,906,25.09.1935,11,7,0
Françoise Sagan,https://lubimyczytac.pl/autor/31678/francoise-sagan,6.0,1101,986,21.06.1935,21,16,0
Yan Ge,https://lubimyczytac.pl/autor/203978/yan-ge,6.2,860,1730,21.06.1935,3,3,0
Courtney Summers,https://lubimyczytac.pl/autor/79944/courtney-summers,6.4,760,843,21.06.1935,4,7,0
Jessica Brody,https://lubimyczytac.pl/autor/79158/jessica-brody,6.6,895,1063,21.06.1935,24,9,0
Stacia Kane,https://lubimyczytac.pl/autor/36322/stacia-kane,7.0,1506,2583,21.06.1935,96,12,0
Alex Garland,https://lubimyczytac.pl/autor/32649/alex-garland,7.2,882,607,01.01.1970,3,4,0
Miranda Cowley Heller,https://lubimyczytac.pl/autor/214146/miranda-cowley-heller,7.5,731,812,01.01.1970,6,1,0
Joanna Jodełka,https://lubimyczytac.pl/autor/19487/joanna-jodelka,6.4,5156,6552,02.10.1973,78,19,0
José Ortega y Gasset,https://lubimyczytac.pl/autor/30591/jose-ortega-y-gasset,7.5,946,1914,09.05.1883,30,15,0
Bernard Werber,https://lubimyczytac.pl/autor/3437/bernard-werber,6.6,1965,3501,18.09.1961,67,19,0
Andrew Morton,https://lubimyczytac.pl/autor/32211/andrew-morton,6.7,2020,1873,przybliżona),7,15,0
Sloane Howell,https://lubimyczytac.pl/autor/200901/sloane-howell,6.5,878,369,przybliżona),3,4,0
Didier Eribon,https://lubimyczytac.pl/autor/86227/didier-eribon,7.3,873,1217,przybliżona),6,5,0
Katharine McGee,https://lubimyczytac.pl/autor/140141/katharine-mcgee,6.6,957,1597,przybliżona),10,8,0
Beata Dębska,https://lubimyczytac.pl/autor/100783/beata-debska,7.0,1200,1330,przybliżona),25,6,0
Katie Henry,https://lubimyczytac.pl/autor/171873/katie-henry,7.4,756,671,przybliżona),5,5,0
Angela Marsons,https://lubimyczytac.pl/autor/128483/angela-marsons,7.6,938,1087,przybliżona),34,6,0
Courtney Allison Moulton,https://lubimyczytac.pl/autor/55517/courtney-allison-moulton,8.2,899,1206,18.08.1986,23,4,0
Mags Green,https://lubimyczytac.pl/autor/246894/mags-green,7.5,1005,1709,18.08.1986,41,5,0
Gilbert Keith Chesterton,https://lubimyczytac.pl/autor/16518/gilbert-keith-chesterton,7.0,2571,6479,29.05.1874,210,74,0
Renée Ahdieh,https://lubimyczytac.pl/autor/113021/renee-ahdieh,6.3,890,1727,29.05.1874,15,14,0
Mary-Jane Knight,https://lubimyczytac.pl/autor/86070/mary-jane-knight,7.3,1196,1631,29.05.1874,1,1,0
Hania Czaban,https://lubimyczytac.pl/autor/221386/hania-czaban,6.6,1002,1295,29.05.1874,27,3,0
Jesmyn Ward,https://lubimyczytac.pl/autor/83407/jesmyn-ward,7.3,1103,2382,01.04.1977,28,5,2
Pierre Corneille,https://lubimyczytac.pl/autor/35156/pierre-corneille,6.4,1140,295,06.06.1606,8,9,0
Lisa Lueddecke,https://lubimyczytac.pl/autor/156214/lisa-lueddecke,6.4,989,1769,06.06.1606,8,4,0
Gennifer Albin,https://lubimyczytac.pl/autor/70989/gennifer-albin,7.7,847,1244,06.06.1606,9,6,0
Bridget Asher,https://lubimyczytac.pl/autor/22702/bridget-asher,5.9,1662,1608,06.06.1606,16,4,0
Kieran Scott,https://lubimyczytac.pl/autor/6442/kieran-scott,6.5,1231,317,11.03.1974,19,5,0
Justyna Sosnowska,https://lubimyczytac.pl/autor/219991/justyna-sosnowska,7.8,973,663,11.03.1974,19,9,0
Johan Egerkrans,https://lubimyczytac.pl/autor/169591/johan-egerkrans,7.7,76,68,22.03.1978,0,4,0
Leah Hazard,https://lubimyczytac.pl/autor/178160/leah-hazard,7.3,861,599,22.03.1978,2,2,0
Amy A. Bartol,https://lubimyczytac.pl/autor/68461/amy-a-bartol,7.1,902,2379,16.11.1971,46,9,0
Baptiste Beaulieu,https://lubimyczytac.pl/autor/99987/baptiste-beaulieu,7.1,888,919,16.11.1971,8,2,0
John Leake,https://lubimyczytac.pl/autor/50093/john-leake,6.5,821,1282,16.11.1971,4,2,0
Chris Bradford,https://lubimyczytac.pl/autor/6088/chris-bradford,7.8,1088,1871,23.06.1974,57,12,0
Micalea Smeltzer,https://lubimyczytac.pl/autor/123803/micalea-smeltzer,6.5,895,1027,23.06.1974,6,11,0
Amos Oz,https://lubimyczytac.pl/autor/3980/amos-oz,7.0,3622,8328,04.05.1939,234,29,0
Lauren Miller,https://lubimyczytac.pl/autor/81419/lauren-miller,7.4,838,916,04.05.1939,10,2,0
Mariusz Cieślik,https://lubimyczytac.pl/autor/35873/mariusz-cieslik,5.8,920,502,01.01.1971,0,6,0
Michał Koterski,https://lubimyczytac.pl/autor/244306/michal-koterski,7.9,746,531,01.01.1971,1,1,0
Meghan Quinn,https://lubimyczytac.pl/autor/130118/meghan-quinn,6.4,1402,1421,01.01.1971,18,63,0
Karolina Jurga,https://lubimyczytac.pl/autor/206266/karolina-jurga,7.2,1009,726,01.01.1971,27,5,0
Jackie MacMullan,https://lubimyczytac.pl/autor/75164/jackie-macmullan,8.4,864,423,01.01.1971,1,5,0
Magda Skubisz,https://lubimyczytac.pl/autor/6445/magda-skubisz,7.5,1520,1557,01.01.1971,52,8,0
Katarzyna Molęda,https://lubimyczytac.pl/autor/115489/katarzyna-moleda,7.1,811,522,01.01.1971,3,1,0
Ben Kane,https://lubimyczytac.pl/autor/69070/ben-kane,7.6,1004,2910,01.01.1971,94,15,0
Piotr Pustelnik,https://lubimyczytac.pl/autor/149196/piotr-pustelnik,7.6,782,563,01.01.1971,0,1,0
Anna Maria Nowakowska,https://lubimyczytac.pl/autor/77979/anna-maria-nowakowska,7.2,822,1060,01.01.1960,18,4,0
Roman Dmowski,https://lubimyczytac.pl/autor/18989/roman-dmowski,7.6,1020,1995,09.08.1864,90,33,0
Fonda Lee,https://lubimyczytac.pl/autor/169735/fonda-lee,7.5,812,3056,09.08.1864,28,6,0
Anne Berest,https://lubimyczytac.pl/autor/104439/anne-berest,6.9,1078,818,01.01.1979,4,3,0
Pam Jenoff,https://lubimyczytac.pl/autor/4245/pam-jenoff,7.4,1636,1860,01.01.1979,27,10,0
Łukasz Drozda,https://lubimyczytac.pl/autor/116486/lukasz-drozda,5.8,875,842,01.01.1979,3,6,0
Renata Kosin,https://lubimyczytac.pl/autor/65882/renata-kosin,7.3,3554,6790,01.01.1979,113,40,0
Halina Rudnicka,https://lubimyczytac.pl/autor/6759/halina-rudnicka,6.2,1400,423,12.10.1909,11,11,0
Karin Fossum,https://lubimyczytac.pl/autor/19102/karin-fossum,6.6,1838,2465,06.11.1954,95,21,0
Simon Sinek,https://lubimyczytac.pl/autor/79565/simon-sinek,6.7,1209,2601,06.11.1954,24,6,0
S.K. Barnett,https://lubimyczytac.pl/autor/206469/s-k-barnett,7.2,767,470,06.11.1954,5,1,0
Kate Sterritt,https://lubimyczytac.pl/autor/145540/kate-sterritt,6.8,1131,922,06.11.1954,13,2,0
Joanna Concejo,https://lubimyczytac.pl/autor/67247/joanna-concejo,7.5,1375,1888,przybliżona),16,10,0
Lena Dunham,https://lubimyczytac.pl/autor/105232/lena-dunham,5.6,885,522,13.05.1986,10,1,0
Celine Kiernan,https://lubimyczytac.pl/autor/46948/celine-kiernan,7.5,848,2143,13.05.1986,64,5,0
Simon Scarrow,https://lubimyczytac.pl/autor/43149/simon-scarrow,7.6,992,4244,03.10.1962,115,40,0
Michaił Szołochow,https://lubimyczytac.pl/autor/32157/michail-szolochow,6.8,1366,1391,24.05.1905,24,9,0
Rani Manicka,https://lubimyczytac.pl/autor/30258/rani-manicka,6.9,1212,1309,24.05.1905,30,4,0
Ishbel Szatrawska,https://lubimyczytac.pl/autor/228213/ishbel-szatrawska,7.3,1247,1658,24.05.1905,8,4,0
Monika Madej,https://lubimyczytac.pl/autor/220633/monika-madej,7.5,1334,734,24.05.1905,51,5,0
Robert Rutkowski,https://lubimyczytac.pl/autor/129257/robert-rutkowski,7.1,1227,1351,24.05.1905,25,3,0
Aleksandra Okońska,https://lubimyczytac.pl/autor/261141/aleksandra-okonska,7.2,739,362,24.05.1905,16,2,0
André Gide,https://lubimyczytac.pl/autor/13893/andre-gide,7.0,1642,2568,22.11.1869,79,22,1
Natalia Hatalska,https://lubimyczytac.pl/autor/72161/natalia-hatalska,7.6,779,1338,22.11.1869,16,4,0
Greer Hendricks,https://lubimyczytac.pl/autor/156415/greer-hendricks,6.6,1416,1333,22.11.1869,7,4,0
James Herriot,https://lubimyczytac.pl/autor/8314/james-herriot,7.9,1056,2074,03.10.1916,110,10,0
Jess Ryder,https://lubimyczytac.pl/autor/183089/jess-ryder,7.1,1531,2077,03.10.1916,37,5,0
Virginia Boecker,https://lubimyczytac.pl/autor/110849/virginia-boecker,7.6,836,1361,03.10.1916,10,5,0
Michael Reaves,https://lubimyczytac.pl/autor/22554/michael-reaves,6.3,1640,1217,14.09.1950,5,13,0
Gary W. Small,https://lubimyczytac.pl/autor/52521/gary-w-small,6.1,792,633,14.09.1950,0,3,0
Dominik W. Rettinger,https://lubimyczytac.pl/autor/76219/dominik-w-rettinger,6.9,2320,1935,przybliżona),30,10,0
Sylwia Dubielecka,https://lubimyczytac.pl/autor/139623/sylwia-dubielecka,7.3,712,832,11.07.1983,18,2,0
Parker S. Huntington,https://lubimyczytac.pl/autor/172802/parker-s-huntington,6.6,1475,1378,11.07.1983,17,6,0
L.A. Fiore,https://lubimyczytac.pl/autor/127307/l-a-fiore,6.8,792,541,11.07.1983,7,4,0
B.N. Toler,https://lubimyczytac.pl/autor/111300/b-n-toler,6.9,728,907,11.07.1983,21,13,0
Marcin Wrona,https://lubimyczytac.pl/autor/74630/marcin-wrona,6.4,1167,475,11.07.1983,5,3,0
Becca Ritchie,https://lubimyczytac.pl/autor/116773/becca-ritchie,7.5,860,2049,11.07.1983,12,17,0
Nikki St. Crowe,https://lubimyczytac.pl/autor/230435/nikki-st-crowe,6.7,777,899,11.07.1983,12,7,0
Tomasz Kozioł,https://lubimyczytac.pl/autor/194000/tomasz-koziol,8.2,709,666,04.01.1988,8,2,0
Tia Louise,https://lubimyczytac.pl/autor/193913/tia-louise,6.4,818,286,04.01.1988,10,6,0
Jonas T. Bengtsson,https://lubimyczytac.pl/autor/53699/jonas-t-bengtsson,7.2,1179,1677,01.01.1976,23,3,0
Clive Barker,https://lubimyczytac.pl/autor/3620/clive-barker,6.6,3667,5577,05.10.1952,160,41,0
Herbie Brennan,https://lubimyczytac.pl/autor/3318/herbie-brennan,6.7,1089,684,05.02.1940,28,6,0
Jon Fosse,https://lubimyczytac.pl/autor/34682/jon-fosse,7.1,1512,2833,29.09.1959,37,20,1
Sarah Alderson,https://lubimyczytac.pl/autor/104375/sarah-alderson,6.7,832,418,29.09.1959,5,6,0
Jason Hickel,https://lubimyczytac.pl/autor/181589/jason-hickel,7.8,781,1711,29.09.1959,7,4,0
Terri E. Laine,https://lubimyczytac.pl/autor/126699/terri-e-laine,7.4,1019,936,29.09.1959,19,11,0
E.K. Blair,https://lubimyczytac.pl/autor/89411/e-k-blair,7.5,795,1651,29.09.1959,26,11,0
Ian Douglas,https://lubimyczytac.pl/autor/84073/ian-douglas,7.1,867,1691,29.09.1959,50,10,0
Gail Z. Martin,https://lubimyczytac.pl/autor/48453/gail-z-martin,7.1,871,2378,01.12.1962,57,12,0
J.G. Ballard,https://lubimyczytac.pl/autor/23855/j-g-ballard,6.6,2470,4252,15.11.1930,52,51,0
Val Emmich,https://lubimyczytac.pl/autor/175687/val-emmich,7.4,792,857,01.01.1979,0,1,0
Yasmina Reza,https://lubimyczytac.pl/autor/4708/yasmina-reza,6.8,895,412,01.05.1959,7,10,0
Anna-Marie McLemore,https://lubimyczytac.pl/autor/151113/anna-marie-mclemore,7.1,802,1245,01.05.1959,3,12,0
Marc Priestley,https://lubimyczytac.pl/autor/168973/marc-priestley,7.7,773,229,01.05.1959,0,1,0
Jennifer McMahon,https://lubimyczytac.pl/autor/108491/jennifer-mcmahon,7.1,723,1431,przybliżona),10,5,0
Jana Oliver,https://lubimyczytac.pl/autor/60571/jana-oliver,7.1,854,1396,przybliżona),40,9,0
Sarah Moss,https://lubimyczytac.pl/autor/139205/sarah-moss,6.3,1341,1946,przybliżona),19,6,0
Fernando Aramburu,https://lubimyczytac.pl/autor/164771/fernando-aramburu,7.4,843,1619,przybliżona),17,3,0
Holly Miller,https://lubimyczytac.pl/autor/199801/holly-miller,7.4,971,970,przybliżona),12,2,0
Robert Friedrich,https://lubimyczytac.pl/autor/104474/robert-friedrich,7.6,866,649,15.04.1968,10,4,0
Boris Vian,https://lubimyczytac.pl/autor/16652/boris-vian,6.9,1755,2526,10.03.1920,118,21,0
Ka Hancock,https://lubimyczytac.pl/autor/79579/ka-hancock,8.1,721,1893,10.03.1920,19,1,0
Lilli Feisty,https://lubimyczytac.pl/autor/77447/lilli-feisty,6.0,822,430,10.03.1920,2,1,0
Jessica Shirvington,https://lubimyczytac.pl/autor/98578/jessica-shirvington,7.5,801,1092,15.04.1979,14,3,0
Pauline Réage,https://lubimyczytac.pl/autor/49111/pauline-reage,5.2,796,909,23.09.1907,3,2,0
Julie Orringer,https://lubimyczytac.pl/autor/84889/julie-orringer,7.4,817,1476,przybliżona),10,2,0
Cate Tiernan,https://lubimyczytac.pl/autor/40187/cate-tiernan,6.8,1480,3328,24.07.1961,67,11,0
Amber Smith,https://lubimyczytac.pl/autor/137300/amber-smith,7.9,796,1343,24.07.1961,9,4,0
Grzegorz Piątek,https://lubimyczytac.pl/autor/78145/grzegorz-piatek,7.3,1502,2843,24.07.1961,29,15,4
Tess Stimson,https://lubimyczytac.pl/autor/25757/tess-stimson,6.6,1158,794,24.07.1961,9,6,0
 Katt Lett,https://lubimyczytac.pl/autor/103089/katt-lett,7.0,1247,872,24.07.1961,125,15,0
David Mazzucchelli,https://lubimyczytac.pl/autor/45202/david-mazzucchelli,7.7,886,305,24.07.1961,4,10,0
Magda Lassota,https://lubimyczytac.pl/autor/200842/magda-lassota,7.6,722,465,przybliżona),3,1,0
Anna J. Szepielak,https://lubimyczytac.pl/autor/36379/anna-j-szepielak,7.3,1867,3186,przybliżona),81,16,0
Piotr Głuchowski,https://lubimyczytac.pl/autor/33233/piotr-gluchowski,6.3,3953,5257,przybliżona),40,21,0
Michelle Hercules,https://lubimyczytac.pl/autor/211759/michelle-hercules,6.8,1169,835,przybliżona),12,11,0
 Caitlin Doughty,https://lubimyczytac.pl/autor/127780/caitlin-doughty,7.3,916,1737,19.08.1984,13,3,0
Abbie Greaves,https://lubimyczytac.pl/autor/191418/abbie-greaves,6.8,888,595,19.08.1984,3,2,0
Ruth Hogan,https://lubimyczytac.pl/autor/166430/ruth-hogan,6.7,736,1323,19.08.1984,4,4,0
Andrea Camilleri,https://lubimyczytac.pl/autor/15074/andrea-camilleri,6.7,1864,4635,06.09.1925,136,54,0
Hilary Mantel,https://lubimyczytac.pl/autor/35137/hilary-mantel,6.2,990,3453,06.07.1952,30,17,4
Mirosław Nahacz,https://lubimyczytac.pl/autor/15707/miroslaw-nahacz,6.8,1132,1284,09.09.1984,60,6,0
Jamie Begley,https://lubimyczytac.pl/autor/129767/jamie-begley,7.5,1033,1728,09.09.1984,95,39,0
Aleksandra Świderska,https://lubimyczytac.pl/autor/217243/aleksandra-swiderska,7.7,860,881,13.04.1986,59,5,0
Petra Hammesfahr,https://lubimyczytac.pl/autor/20379/petra-hammesfahr,6.1,1100,998,10.05.1951,10,6,0
Thomas Morgenstern,https://lubimyczytac.pl/autor/125202/thomas-morgenstern,7.5,762,248,10.05.1951,4,1,0
Ruby Dixon,https://lubimyczytac.pl/autor/134125/ruby-dixon,6.7,842,648,10.05.1951,23,82,0
Guillermo Arriaga,https://lubimyczytac.pl/autor/20130/guillermo-arriaga,7.2,822,1027,13.03.1958,13,2,0
Marina Anderson,https://lubimyczytac.pl/autor/79382/marina-anderson,5.8,1119,1408,13.03.1958,12,5,0
Harry Harrison,https://lubimyczytac.pl/autor/20127/harry-harrison,6.5,3431,6316,12.03.1925,133,99,0
Tom Knox,https://lubimyczytac.pl/autor/31411/tom-knox,7.0,1254,1771,przybliżona),56,6,0
Kjersti Anfinnsen,https://lubimyczytac.pl/autor/228944/kjersti-anfinnsen,7.3,720,934,przybliżona),1,2,0
Emily St. John Mandel,https://lubimyczytac.pl/autor/108282/emily-st-john-mandel,6.8,953,2187,01.01.1979,11,7,1
Paulina Łopatniuk,https://lubimyczytac.pl/autor/176398/paulina-lopatniuk,6.8,886,1744,01.01.1981,7,3,0
Vera Buck,https://lubimyczytac.pl/autor/168690/vera-buck,6.8,880,1454,01.01.1986,4,2,0
Aleksandra Lipczak,https://lubimyczytac.pl/autor/140611/aleksandra-lipczak,6.9,1253,1464,01.01.1986,6,2,1
Leo Babauta,https://lubimyczytac.pl/autor/59312/leo-babauta,5.8,1746,1803,01.01.1986,26,11,0
William Hjortsberg,https://lubimyczytac.pl/autor/40991/william-hjortsberg,6.4,719,813,23.02.1941,6,2,0
Joanna Podgórska,https://lubimyczytac.pl/autor/52048/joanna-podgorska,7.1,1380,1378,23.02.1941,7,4,0
Tore Renberg,https://lubimyczytac.pl/autor/51440/tore-renberg,7.0,763,1176,01.01.1972,19,3,0
Karolina Lanckorońska,https://lubimyczytac.pl/autor/15177/karolina-lanckoronska,7.6,811,1017,11.08.1898,16,3,0
Michael Jackson,https://lubimyczytac.pl/autor/31549/michael-jackson,8.0,799,387,29.08.1958,40,4,0
Boel Westin,https://lubimyczytac.pl/autor/74936/boel-westin,7.1,879,1807,14.04.1951,0,2,0
Rafał Księżyk,https://lubimyczytac.pl/autor/34875/rafal-ksiezyk,7.4,2473,2727,przybliżona),19,13,1
Anna Moczulska,https://lubimyczytac.pl/autor/112813/anna-moczulska,7.2,762,829,przybliżona),2,1,0
Wiktor Teofil Gomulicki,https://lubimyczytac.pl/autor/20185/wiktor-teofil-gomulicki,6.9,1152,673,17.10.1848,6,36,0
Mariette Lindstein,https://lubimyczytac.pl/autor/142868/mariette-lindstein,7.4,924,1295,przybliżona),15,6,0
Monica Murphy,https://lubimyczytac.pl/autor/90391/monica-murphy,5.7,1374,1604,przybliżona),30,27,0
Violetta Ozminkowski,https://lubimyczytac.pl/autor/66558/violetta-ozminkowski,6.9,1379,893,przybliżona),1,6,0
Łukasz Łebek,https://lubimyczytac.pl/autor/188740/lukasz-lebek,7.9,710,481,przybliżona),4,2,0
Guy Sajer,https://lubimyczytac.pl/autor/120454/guy-sajer,8.2,684,817,13.01.1927,3,1,0
China Miéville,https://lubimyczytac.pl/autor/3759/china-mieville,6.8,1988,4657,06.09.1972,143,21,2
Sophie Irwin,https://lubimyczytac.pl/autor/231078/sophie-irwin,7.5,719,703,06.09.1972,8,3,0
Shari L. Tapscott,https://lubimyczytac.pl/autor/165014/shari-l-tapscott,7.0,923,1078,06.09.1972,13,19,0
Allen Zadoff,https://lubimyczytac.pl/autor/104825/allen-zadoff,7.4,844,1335,17.04.1967,19,3,0
Stephanie Chong,https://lubimyczytac.pl/autor/63068/stephanie-chong,6.8,803,541,17.04.1967,12,2,0
