author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Martin Lindstrom,https://lubimyczytac.pl/autor/650/martin-lindstrom,6.4,362,508,Unknown,4,4,0
George D. Shuman,https://lubimyczytac.pl/autor/35400/george-d-shuman,6.8,340,197,01.01.1952,0,1,0
Sebastian Imielski,https://lubimyczytac.pl/autor/30371/sebastian-imielski,6.3,1229,1082,Unknown,6,5,0
Allan Hall,https://lubimyczytac.pl/autor/16178/allan-hall,4.6,384,222,Unknown,0,2,0
August Strindberg,https://lubimyczytac.pl/autor/22490/august-strindberg,6.3,1114,1353,22.01.1849,37,42,0
Erskine Caldwell,https://lubimyczytac.pl/autor/31761/erskine-caldwell,6.7,1218,2049,07.12.1903,34,20,0
James Kahn,https://lubimyczytac.pl/autor/21907/james-kahn,6.9,722,299,Unknown,2,5,0
Pam Lewis,https://lubimyczytac.pl/autor/40924/pam-lewis,6.3,344,191,Unknown,0,1,0
Raymond Carver,https://lubimyczytac.pl/autor/22671/raymond-carver,7.2,635,1656,25.05.1938,55,8,0
P.D. James,https://lubimyczytac.pl/autor/3853/p-d-james,6.6,1578,2082,03.08.1920,50,32,0
Gilbert Adair,https://lubimyczytac.pl/autor/31304/gilbert-adair,5.8,395,772,29.12.1944,6,4,0
Jahnna N. Malcolm,https://lubimyczytac.pl/autor/18929/jahnna-n-malcolm,6.4,667,307,Unknown,11,4,0
T.S. Eliot,https://lubimyczytac.pl/autor/40071/t-s-eliot,7.4,947,2318,26.09.1888,99,33,0
Elaine Cunningham,https://lubimyczytac.pl/autor/3414/elaine-cunningham,6.1,1134,1705,12.08.1957,34,24,0
Alfred Lansing,https://lubimyczytac.pl/autor/49204/alfred-lansing,8.3,313,679,Unknown,3,1,0
Judith Krantz,https://lubimyczytac.pl/autor/31194/judith-krantz,6.9,823,584,09.01.1928,24,14,0
Frederik Peeters,https://lubimyczytac.pl/autor/24803/frederik-peeters,7.0,463,365,Unknown,11,22,0
Hieronim Feicht,https://lubimyczytac.pl/autor/74466/hieronim-feicht,6.3,464,32,Unknown,0,4,0
Derren Brown,https://lubimyczytac.pl/autor/29681/derren-brown,6.8,373,589,27.02.1971,23,5,0
Nando Parrado,https://lubimyczytac.pl/autor/39353/nando-parrado,8.1,316,438,09.12.1949,0,1,0
Deb Caletti,https://lubimyczytac.pl/autor/6507/deb-caletti,6.9,603,195,Unknown,7,5,0
Marcin Rychlewski,https://lubimyczytac.pl/autor/12089/marcin-rychlewski,5.8,579,414,01.01.1972,3,21,0
Jayne Castle,https://lubimyczytac.pl/autor/37895/jayne-castle,7.3,598,1134,28.03.1948,32,20,0
Jane Casey,https://lubimyczytac.pl/autor/40338/jane-casey,7.1,577,403,Unknown,6,4,0
Carole Nelson Douglas,https://lubimyczytac.pl/autor/34879/carole-nelson-douglas,6.3,367,668,05.11.1944,5,5,0
Sophie McKenzie,https://lubimyczytac.pl/autor/37140/sophie-mckenzie,6.7,1852,2089,Unknown,48,18,0
Kate DiCamillo,https://lubimyczytac.pl/autor/22777/kate-dicamillo,7.6,644,484,25.03.1964,12,9,0
Saul Bellow,https://lubimyczytac.pl/autor/10806/saul-bellow,6.6,1073,2986,10.06.1915,49,15,1
 Winshluss,https://lubimyczytac.pl/autor/46655/winshluss,7.0,419,106,Unknown,1,4,0
Monika Lipińska,https://lubimyczytac.pl/autor/6215/monika-lipinska,6.2,640,238,07.11.1979,3,9,0
Joanna Rybak,https://lubimyczytac.pl/autor/33740/joanna-rybak,5.5,345,234,Unknown,6,1,0
Piotr Rogoża,https://lubimyczytac.pl/autor/3354/piotr-rogoza,6.6,1781,1372,Unknown,16,15,0
Mieszko Zagańczyk,https://lubimyczytac.pl/autor/3670/mieszko-zaganczyk,5.8,595,299,Unknown,4,3,0
Rupert Isaacson,https://lubimyczytac.pl/autor/38554/rupert-isaacson,7.3,323,509,Unknown,1,1,0
Danuta Noszczyńska,https://lubimyczytac.pl/autor/23613/danuta-noszczynska,6.9,1949,2950,Unknown,80,25,0
Paul Challen,https://lubimyczytac.pl/autor/17843/paul-challen,5.7,365,234,Unknown,0,1,0
Henry Ford,https://lubimyczytac.pl/autor/643/henry-ford,6.8,415,919,30.07.1863,10,9,0
Sven Hassel,https://lubimyczytac.pl/autor/13435/sven-hassel,6.8,936,1268,19.04.1917,64,14,0
Scott Sigler,https://lubimyczytac.pl/autor/36088/scott-sigler,7.0,974,1754,Unknown,23,10,0
David Toscana,https://lubimyczytac.pl/autor/31608/david-toscana,4.1,346,160,01.01.1961,2,1,0
Tim Guénard,https://lubimyczytac.pl/autor/34356/tim-guenard,8.0,315,314,Unknown,1,1,0
Chris Ewan,https://lubimyczytac.pl/autor/19445/chris-ewan,6.0,442,384,06.10.1976,13,7,0
Helen Oyeyemi,https://lubimyczytac.pl/autor/17112/helen-oyeyemi,6.8,403,811,28.09.1984,5,9,0
Barbara Osińska,https://lubimyczytac.pl/autor/42822/barbara-osinska,6.6,527,411,Unknown,3,10,0
Alan Glynn,https://lubimyczytac.pl/autor/19375/alan-glynn,6.2,367,264,Unknown,4,2,0
Kirsten Jane Bishop,https://lubimyczytac.pl/autor/19707/kirsten-jane-bishop,6.6,341,432,Unknown,1,2,0
Marilee Adams,https://lubimyczytac.pl/autor/46272/marilee-adams,6.5,330,495,Unknown,0,3,0
Mariella Righini,https://lubimyczytac.pl/autor/31343/mariella-righini,5.3,350,135,Unknown,0,3,0
Anna Czerwińska,https://lubimyczytac.pl/autor/30996/anna-czerwinska,7.1,914,1840,10.07.1949,32,15,0
Joanna Rogala,https://lubimyczytac.pl/autor/36728/joanna-rogala,5.5,355,112,Unknown,3,1,0
Serdar Özkan,https://lubimyczytac.pl/autor/22597/serdar-ozkan,5.6,334,105,01.08.1975,0,1,0
Maciej Guzek,https://lubimyczytac.pl/autor/3561/maciej-guzek,6.6,1395,2026,01.01.1977,6,11,0
Cizia Zykë,https://lubimyczytac.pl/autor/31054/cizia-zyke,6.5,519,480,01.01.1949,40,7,0
Farley Mowat,https://lubimyczytac.pl/autor/33601/farley-mowat,7.3,563,974,12.05.1921,27,7,0
David Safier,https://lubimyczytac.pl/autor/22698/david-safier,6.0,467,176,Unknown,2,14,0
Misha Defonseca,https://lubimyczytac.pl/autor/5192/misha-defonseca,6.2,337,170,Unknown,0,1,0
John Byrne,https://lubimyczytac.pl/autor/52239/john-byrne,6.5,1139,1048,06.07.1950,0,138,0
Mavis Cheek,https://lubimyczytac.pl/autor/26114/mavis-cheek,6.5,518,243,Unknown,2,4,0
Lisa Samson,https://lubimyczytac.pl/autor/44972/lisa-samson,6.2,435,407,08.05.1964,3,5,0
Alan Gordon,https://lubimyczytac.pl/autor/19261/alan-gordon,6.7,359,494,Unknown,7,4,0
Prosper Mérimée,https://lubimyczytac.pl/autor/32372/prosper-merimee,6.2,818,1669,28.09.1803,4,24,0
Marina Lewycka,https://lubimyczytac.pl/autor/20288/marina-lewycka,6.5,686,732,01.01.1946,5,9,0
Claire Cook,https://lubimyczytac.pl/autor/23836/claire-cook,5.5,880,1050,Unknown,5,7,0
Ethel Lilian Voynich,https://lubimyczytac.pl/autor/31611/ethel-lilian-voynich,7.7,339,276,11.05.1864,4,4,0
Paweł Beręsewicz,https://lubimyczytac.pl/autor/6115/pawel-beresewicz,7.3,2090,1920,przybliżona),20,58,2
Jaclyn Moriarty,https://lubimyczytac.pl/autor/15909/jaclyn-moriarty,7.5,334,235,przybliżona),2,5,0
Ilona Maria Hilliges,https://lubimyczytac.pl/autor/23102/ilona-maria-hilliges,6.1,566,388,Unknown,1,3,0
Arto Paasilinna,https://lubimyczytac.pl/autor/9870/arto-paasilinna,6.5,1075,1220,20.04.1942,22,6,0
Carla van Raay,https://lubimyczytac.pl/autor/39649/carla-van-raay,5.2,330,228,28.10.1938,1,1,0
Senait G. Mehari,https://lubimyczytac.pl/autor/31804/senait-g-mehari,6.7,360,199,03.12.1974,0,1,0
Stanisław Goszczurny,https://lubimyczytac.pl/autor/30207/stanislaw-goszczurny,5.5,482,338,25.09.1929,15,25,0
Patricia Cornwell,https://lubimyczytac.pl/autor/19163/patricia-cornwell,6.3,1545,3478,09.06.1956,86,35,0
Juan Díaz Canales,https://lubimyczytac.pl/autor/52529/juan-diaz-canales,8.0,741,621,przybliżona),2,13,0
Mick Wall,https://lubimyczytac.pl/autor/31773/mick-wall,7.1,1410,1661,Unknown,15,18,0
Rina Frank,https://lubimyczytac.pl/autor/18162/rina-frank,5.9,643,920,01.01.1951,1,3,0
Andrew Tarnowski,https://lubimyczytac.pl/autor/31990/andrew-tarnowski,6.5,339,252,18.09.1940,2,2,0
Francis Cottam,https://lubimyczytac.pl/autor/13991/francis-cottam,5.8,795,714,01.01.1957,8,4,0
Mark Alpert,https://lubimyczytac.pl/autor/14015/mark-alpert,6.1,327,156,Unknown,1,2,0
Andrew Matthews,https://lubimyczytac.pl/autor/11344/andrew-matthews,7.5,517,822,Unknown,22,8,0
Krystyna Berwińska,https://lubimyczytac.pl/autor/6864/krystyna-berwinska,5.9,534,70,04.02.1919,2,4,0
John Burnham Schwartz,https://lubimyczytac.pl/autor/33979/john-burnham-schwartz,6.5,433,312,01.01.1965,0,2,0
Alexandra Pavelková,https://lubimyczytac.pl/autor/40650/alexandra-pavelkova,5.9,350,110,Unknown,2,1,0
Mirosław Sokołowski,https://lubimyczytac.pl/autor/21182/miroslaw-sokolowski,7.8,321,323,Unknown,1,1,0
Keiko Nobumoto,https://lubimyczytac.pl/autor/43191/keiko-nobumoto,6.6,389,95,13.03.1964,5,2,0
Stanisław Barańczak,https://lubimyczytac.pl/autor/17644/stanislaw-baranczak,7.5,2088,4728,13.11.1946,248,63,1
Alex Scarrow,https://lubimyczytac.pl/autor/33830/alex-scarrow,7.0,1188,2631,14.02.1966,30,15,0
Frederique Deghelt,https://lubimyczytac.pl/autor/31738/frederique-deghelt,6.3,576,494,Unknown,2,2,0
Arkadij Babczenko,https://lubimyczytac.pl/autor/32711/arkadij-babczenko,7.3,314,344,18.03.1977,0,1,0
Karen Kingsbury,https://lubimyczytac.pl/autor/14086/karen-kingsbury,7.4,1606,3875,Unknown,104,47,0
Krystyna Boglar,https://lubimyczytac.pl/autor/23895/krystyna-boglar,6.5,2531,961,17.12.1931,34,55,0
Dan Poblocki,https://lubimyczytac.pl/autor/34607/dan-poblocki,7.1,344,212,Unknown,3,3,0
Carlos Castaneda,https://lubimyczytac.pl/autor/32475/carlos-castaneda,7.3,580,1825,25.12.1925,69,16,0
Natalia Rolleczek,https://lubimyczytac.pl/autor/14396/natalia-rolleczek,6.7,757,749,16.02.1919,12,19,0
Xiaolu Guo,https://lubimyczytac.pl/autor/30785/xiaolu-guo,6.6,1099,1489,01.01.1973,8,8,0
Karin Alvtegen,https://lubimyczytac.pl/autor/19364/karin-alvtegen,6.8,555,511,08.06.1965,9,4,0
Karen Joy Fowler,https://lubimyczytac.pl/autor/33701/karen-joy-fowler,6.0,879,1175,07.02.1950,2,8,1
Warren Adler,https://lubimyczytac.pl/autor/32028/warren-adler,6.3,360,225,16.12.1927,1,17,0
Karol Estreicher (młodszy),https://lubimyczytac.pl/autor/18686/karol-estreicher-mlodszy,7.4,420,442,04.03.1906,3,9,0
Vonda N. McIntyre,https://lubimyczytac.pl/autor/33150/vonda-n-mcintyre,6.7,786,777,28.08.1948,2,18,0
Alfred de Musset,https://lubimyczytac.pl/autor/24554/alfred-de-musset,6.7,566,755,11.12.1810,13,18,0
Róża Hajkuś,https://lubimyczytac.pl/autor/32781/roza-hajkus,7.2,384,463,przybliżona),16,6,0
Mollie Gillen,https://lubimyczytac.pl/autor/35379/mollie-gillen,6.3,346,201,przybliżona),0,1,0
Christina Dodd,https://lubimyczytac.pl/autor/14804/christina-dodd,6.6,1047,1803,Unknown,55,37,0
John O'Farrell,https://lubimyczytac.pl/autor/18830/john-o-farrell,7.0,898,629,27.03.1962,7,9,0
Marta Madera,https://lubimyczytac.pl/autor/6111/marta-madera,6.7,845,419,Unknown,20,3,0
Dawid Grosman,https://lubimyczytac.pl/autor/14592/dawid-grosman,7.2,1226,2874,25.01.1954,34,10,1
Kazimierz Sławiński,https://lubimyczytac.pl/autor/18302/kazimierz-slawinski,6.0,390,270,07.07.1914,2,30,0
Maria de Lafayette,https://lubimyczytac.pl/autor/31793/maria-de-lafayette,6.4,340,304,18.03.1634,3,2,0
Louis de Bernières,https://lubimyczytac.pl/autor/33057/louis-de-bernieres,7.5,483,1590,08.12.1954,13,13,0
Benjamin Weiser,https://lubimyczytac.pl/autor/5160/benjamin-weiser,7.4,314,211,Unknown,0,1,0
Fiona E. Higgins,https://lubimyczytac.pl/autor/38037/fiona-e-higgins,6.7,426,301,przybliżona),8,2,0
Franck Thilliez,https://lubimyczytac.pl/autor/19617/franck-thilliez,6.1,1077,1052,przybliżona),23,12,0
Daniel Greps,https://lubimyczytac.pl/autor/3386/daniel-greps,6.1,961,744,Unknown,3,4,0
 Fynn,https://lubimyczytac.pl/autor/23757/fynn,7.5,366,313,Unknown,5,3,0
Michelle Harrison,https://lubimyczytac.pl/autor/37094/michelle-harrison,7.2,869,1654,21.12.1979,13,8,0
Stanisław Jachowicz,https://lubimyczytac.pl/autor/6516/stanislaw-jachowicz,7.2,807,248,17.04.1796,3,49,0
June O'Connell,https://lubimyczytac.pl/autor/33239/june-o-connell,5.3,513,73,Unknown,0,2,0
David Brin,https://lubimyczytac.pl/autor/30051/david-brin,6.5,1008,1926,06.10.1950,23,28,0
Adrian Orest,https://lubimyczytac.pl/autor/38581/adrian-orest,6.9,321,158,Unknown,0,1,0
Sławomir Łubiński,https://lubimyczytac.pl/autor/35802/slawomir-lubinski,6.5,339,267,26.04.1934,6,4,0
Ron Arden,https://lubimyczytac.pl/autor/82454/ron-arden,6.6,301,295,Unknown,0,1,0
R. Scott Bakker,https://lubimyczytac.pl/autor/22010/r-scott-bakker,7.3,614,1229,02.02.1967,21,9,0
John Katzenbach,https://lubimyczytac.pl/autor/20935/john-katzenbach,6.7,1957,2108,23.06.1950,44,16,0
Alfred Hitchcock,https://lubimyczytac.pl/autor/30277/alfred-hitchcock,6.8,2227,2618,13.08.1899,143,59,0
Josef Martin Bauer,https://lubimyczytac.pl/autor/35639/josef-martin-bauer,7.2,316,463,11.03.1901,4,1,0
Gregory Benford,https://lubimyczytac.pl/autor/30050/gregory-benford,6.2,1178,2671,30.01.1941,7,44,0
Philip Norman,https://lubimyczytac.pl/autor/40359/philip-norman,7.2,466,678,Unknown,2,9,0
Paweł Sanajew,https://lubimyczytac.pl/autor/14100/pawel-sanajew,7.6,300,298,01.01.1969,1,1,0
Peter F. Hamilton,https://lubimyczytac.pl/autor/3541/peter-f-hamilton,7.1,977,3915,02.05.1960,70,30,0
Kaori Yuki,https://lubimyczytac.pl/autor/6945/kaori-yuki,7.0,587,680,Unknown,35,26,0
Cyprian Kamil Norwid,https://lubimyczytac.pl/autor/4995/cyprian-kamil-norwid,7.1,2302,2566,24.09.1821,241,146,0
Henry Kuttner,https://lubimyczytac.pl/autor/17841/henry-kuttner,6.4,1690,2132,07.04.1915,50,58,0
John Everson,https://lubimyczytac.pl/autor/3635/john-everson,6.5,1234,2019,14.03.1966,34,19,0
Richard Doetsch,https://lubimyczytac.pl/autor/19347/richard-doetsch,7.0,649,358,Unknown,9,3,0
Nadżib Mahfuz,https://lubimyczytac.pl/autor/20681/nadzib-mahfuz,7.0,1131,2779,11.12.1911,40,13,0
Władimir Megre,https://lubimyczytac.pl/autor/22521/wladimir-megre,7.6,342,878,23.07.1950,21,10,0
Susan Forward,https://lubimyczytac.pl/autor/12669/susan-forward,7.3,2347,4323,Unknown,43,9,0
Andreu Carranza,https://lubimyczytac.pl/autor/35764/andreu-carranza,5.8,328,188,Unknown,0,1,0
Debbie Macomber,https://lubimyczytac.pl/autor/18394/debbie-macomber,6.1,2132,4065,22.10.1948,60,84,0
Bianka Minte-König,https://lubimyczytac.pl/autor/6580/bianka-minte-konig,5.8,1063,399,Unknown,10,10,0
 Ajschylos,https://lubimyczytac.pl/autor/23933/ajschylos,7.4,1105,595,01.01.0525,17,22,0
Andrzej Perepeczko,https://lubimyczytac.pl/autor/17107/andrzej-perepeczko,7.1,775,824,05.06.1930,31,87,0
Teresa Hołówka,https://lubimyczytac.pl/autor/30859/teresa-holowka,7.1,327,273,Unknown,3,5,0
Amanda Bennett,https://lubimyczytac.pl/autor/33867/amanda-bennett,7.4,328,771,Unknown,1,1,0
Gabriel Weston,https://lubimyczytac.pl/autor/33838/gabriel-weston,6.2,316,588,08.07.1970,1,1,0
Ken McClure,https://lubimyczytac.pl/autor/20808/ken-mcclure,6.6,1457,2078,Unknown,91,22,0
Paweł Pollak,https://lubimyczytac.pl/autor/11880/pawel-pollak,6.8,998,1127,Unknown,21,21,0
Keith R.A. DeCandido,https://lubimyczytac.pl/autor/3720/keith-r-a-decandido,6.4,423,484,Unknown,0,10,0
Kenneth N. Taylor,https://lubimyczytac.pl/autor/36691/kenneth-n-taylor,7.9,427,24,Unknown,1,2,0
Kelly Kroeger,https://lubimyczytac.pl/autor/34672/kelly-kroeger,6.1,497,41,Unknown,1,1,0
Marc Brandel,https://lubimyczytac.pl/autor/80222/marc-brandel,6.7,829,158,28.03.1919,0,4,0
Markus Heitz,https://lubimyczytac.pl/autor/30113/markus-heitz,7.4,327,158,Unknown,6,6,0
Hilary Norman,https://lubimyczytac.pl/autor/19250/hilary-norman,6.6,1187,1889,Unknown,36,18,0
Władysław Kopaliński,https://lubimyczytac.pl/autor/17215/wladyslaw-kopalinski,7.6,912,1539,14.11.1907,50,36,0
Andrew M. Greeley,https://lubimyczytac.pl/autor/24020/andrew-m-greeley,6.4,585,404,05.02.1928,7,12,0
Jan Z. Brudnicki,https://lubimyczytac.pl/autor/81483/jan-z-brudnicki,6.6,237,240,Unknown,0,8,0
Esther Vilar,https://lubimyczytac.pl/autor/30310/esther-vilar,6.3,442,609,Unknown,7,8,0
Milton Friedman,https://lubimyczytac.pl/autor/1160/milton-friedman,7.4,461,1615,31.07.1912,57,6,0
Katarzyna T. Nowak,https://lubimyczytac.pl/autor/15003/katarzyna-t-nowak,5.7,1103,1100,13.02.1964,10,10,0
Erle Stanley Gardner,https://lubimyczytac.pl/autor/19842/erle-stanley-gardner,6.6,1338,2443,17.07.1889,88,52,0
E. L. Doctorow,https://lubimyczytac.pl/autor/23523/e-l-doctorow,6.6,934,1704,06.01.1931,32,14,0
Anne Holt,https://lubimyczytac.pl/autor/14014/anne-holt,6.5,1540,2247,16.11.1958,47,18,0
David Gibbins,https://lubimyczytac.pl/autor/17905/david-gibbins,5.9,672,476,Unknown,5,7,0
Martin Brown,https://lubimyczytac.pl/autor/7630/martin-brown,7.2,768,922,Unknown,0,17,0
Dennis Greenberger,https://lubimyczytac.pl/autor/34047/dennis-greenberger,7.7,344,2486,Unknown,0,2,0
Christian Jacq,https://lubimyczytac.pl/autor/15394/christian-jacq,6.5,1506,4042,28.04.1947,116,45,0
Dave Wolverton,https://lubimyczytac.pl/autor/7074/dave-wolverton,5.7,825,440,01.05.1957,1,26,0
Jadwiga Lipińska,https://lubimyczytac.pl/autor/21132/jadwiga-lipinska,7.0,461,516,01.01.1932,2,9,0
Jerzy Vetulani,https://lubimyczytac.pl/autor/42443/jerzy-vetulani,7.3,3685,7450,21.01.1936,181,12,0
Heather Graham,https://lubimyczytac.pl/autor/18970/heather-graham,6.2,3029,4502,15.03.1953,105,57,0
Lee Goldberg,https://lubimyczytac.pl/autor/19091/lee-goldberg,7.3,1017,1656,Unknown,29,23,0
Brian J. Robb,https://lubimyczytac.pl/autor/33794/brian-j-robb,7.3,338,378,Unknown,0,5,0
Yoshiyuki Sadamoto,https://lubimyczytac.pl/autor/16110/yoshiyuki-sadamoto,7.1,769,721,29.01.1962,10,44,0
Jane Johnson,https://lubimyczytac.pl/autor/58222/jane-johnson,7.9,554,308,Unknown,0,6,0
Gawriił Trojepolski,https://lubimyczytac.pl/autor/35891/gawriil-trojepolski,6.1,316,279,29.11.1905,3,4,0
Marian Woodruff,https://lubimyczytac.pl/autor/36287/marian-woodruff,6.8,505,68,Unknown,1,3,0
Sarah Prineas,https://lubimyczytac.pl/autor/40617/sarah-prineas,7.3,528,394,Unknown,6,4,0
Zoë Heller,https://lubimyczytac.pl/autor/17711/zoe-heller,6.1,376,281,Unknown,3,3,0
Jacky Trevane,https://lubimyczytac.pl/autor/32773/jacky-trevane,7.4,405,498,Unknown,0,2,0
Lidia Witek,https://lubimyczytac.pl/autor/21562/lidia-witek,7.8,281,133,Unknown,1,2,0
Steven Barnes,https://lubimyczytac.pl/autor/34470/steven-barnes,6.4,503,288,Unknown,2,21,0
Desmond Bagley,https://lubimyczytac.pl/autor/34621/desmond-bagley,6.2,697,610,29.10.1923,24,19,0
Frans Gunnar Bengtsson,https://lubimyczytac.pl/autor/43911/frans-gunnar-bengtsson,7.8,290,373,04.10.1894,8,1,0
Vincent Van Gogh,https://lubimyczytac.pl/autor/33270/vincent-van-gogh,7.7,368,520,Unknown,9,6,0
Tadeusz Cegielski,https://lubimyczytac.pl/autor/13654/tadeusz-cegielski,6.6,799,1393,Unknown,13,53,0
Marcel Pagnol,https://lubimyczytac.pl/autor/32558/marcel-pagnol,7.1,540,697,Unknown,25,7,0
Erica Bauermeister,https://lubimyczytac.pl/autor/32040/erica-bauermeister,6.5,611,684,przybliżona),6,4,0
Josh Bazell,https://lubimyczytac.pl/autor/14000/josh-bazell,5.6,317,132,Unknown,3,2,0
David Wilkerson,https://lubimyczytac.pl/autor/30730/david-wilkerson,7.5,306,180,19.05.1931,11,10,0
Connie Willis,https://lubimyczytac.pl/autor/30042/connie-willis,6.6,1795,2941,31.12.1945,32,30,2
Michelle R. Lovric,https://lubimyczytac.pl/autor/35833/michelle-r-lovric,7.9,398,324,Unknown,6,7,0
Jordi Sierra i Fabra,https://lubimyczytac.pl/autor/35733/jordi-sierra-i-fabra,7.7,1230,1736,26.07.1947,31,27,0
Jan Twardowski,https://lubimyczytac.pl/autor/6093/jan-twardowski,7.6,3239,3517,01.06.1915,401,263,0
Tadeusz Perkitny,https://lubimyczytac.pl/autor/33797/tadeusz-perkitny,7.7,288,643,31.05.1902,4,4,0
Dennis O'Neil,https://lubimyczytac.pl/autor/3531/dennis-o-neil,6.2,1038,576,03.05.1939,4,97,0
Eva Eriksson,https://lubimyczytac.pl/autor/35921/eva-eriksson,7.4,955,891,13.05.1949,12,33,0
Bertolt Brecht,https://lubimyczytac.pl/autor/24378/bertolt-brecht,6.8,711,891,10.02.1898,25,47,0
David Colbert,https://lubimyczytac.pl/autor/24838/david-colbert,5.9,541,275,Unknown,0,2,0
 Lucas,https://lubimyczytac.pl/autor/41564/lucas,7.2,311,154,Unknown,0,1,0
Susan Kirby,https://lubimyczytac.pl/autor/34593/susan-kirby,6.0,537,82,Unknown,0,2,0
Max Wallace,https://lubimyczytac.pl/autor/35742/max-wallace,6.5,592,281,Unknown,0,4,0
Przemysław Słowiński,https://lubimyczytac.pl/autor/34782/przemyslaw-slowinski,6.5,2846,4681,04.04.1959,21,110,0
Ewa Dąbrowska,https://lubimyczytac.pl/autor/11734/ewa-dabrowska,7.1,479,361,Unknown,9,8,0
Nikodem Marszałek,https://lubimyczytac.pl/autor/117/nikodem-marszalek,5.8,450,525,Unknown,5,9,0
Maria Jaczynowska,https://lubimyczytac.pl/autor/21865/maria-jaczynowska,7.1,645,425,17.02.1928,4,7,0
Daniele Mazingarbe,https://lubimyczytac.pl/autor/31508/daniele-mazingarbe,6.4,319,227,Unknown,0,1,0
Manuela Dunn-Mascetti,https://lubimyczytac.pl/autor/34078/manuela-dunn-mascetti,6.2,311,291,Unknown,1,1,0
Andrew Klavan,https://lubimyczytac.pl/autor/35523/andrew-klavan,6.1,645,766,01.01.1954,6,7,0
Mikołaj Rej,https://lubimyczytac.pl/autor/11635/mikolaj-rej,6.5,1366,1097,04.02.1505,8,33,0
Mistrz Wincenty Kadłubek,https://lubimyczytac.pl/autor/21356/mistrz-wincenty-kadlubek,7.0,400,141,01.01.1160,3,2,0
Bohdan Butenko,https://lubimyczytac.pl/autor/6624/bohdan-butenko,6.8,1318,665,08.02.1931,24,76,0
Stanisław Michalkiewicz,https://lubimyczytac.pl/autor/1956/stanislaw-michalkiewicz,5.8,639,1662,08.11.1947,103,51,0
Roj Miedwiediew,https://lubimyczytac.pl/autor/30345/roj-miedwiediew,6.4,409,260,14.11.1925,3,8,0
Patrick O'Brian,https://lubimyczytac.pl/autor/15545/patrick-o-brian,7.7,440,1536,12.12.1914,67,25,0
Zbigniew Wójcik,https://lubimyczytac.pl/autor/34891/zbigniew-wojcik,7.3,514,529,29.10.1922,4,20,0
David Almond,https://lubimyczytac.pl/autor/34383/david-almond,6.8,652,579,15.05.1951,6,10,1
Aleksy Tołstoj,https://lubimyczytac.pl/autor/31729/aleksy-tolstoj,7.1,1149,1256,10.01.1883,24,36,0
Jurek Owsiak,https://lubimyczytac.pl/autor/37404/jurek-owsiak,7.5,602,486,06.10.1953,10,6,0
Jack Canfield,https://lubimyczytac.pl/autor/8232/jack-canfield,7.2,2227,3715,19.08.1944,25,45,0
Roberto Pazzi,https://lubimyczytac.pl/autor/17132/roberto-pazzi,5.5,314,197,Unknown,1,2,0
Philippe Besson,https://lubimyczytac.pl/autor/17258/philippe-besson,6.8,823,1498,29.01.1967,46,16,0
Pierre Dukan,https://lubimyczytac.pl/autor/10791/pierre-dukan,5.8,577,211,Unknown,1,6,0
Søren Aabye Kierkegaard,https://lubimyczytac.pl/autor/37050/soren-aabye-kierkegaard,7.4,897,3243,05.05.1813,106,30,0
Ernst Klee,https://lubimyczytac.pl/autor/13631/ernst-klee,7.1,317,744,15.03.1942,0,1,0
Andrzej Bursa,https://lubimyczytac.pl/autor/32140/andrzej-bursa,7.6,1555,2100,21.03.1932,180,24,0
Helena Kowalik,https://lubimyczytac.pl/autor/19452/helena-kowalik,6.0,967,1400,Unknown,18,22,0
Bárbara G. Rivero,https://lubimyczytac.pl/autor/40904/barbara-g-rivero,7.6,307,123,przybliżona),11,4,0
Rainer Maria Rilke,https://lubimyczytac.pl/autor/22618/rainer-maria-rilke,7.4,1090,2656,04.12.1875,146,56,0
Robert Kaplow,https://lubimyczytac.pl/autor/17618/robert-kaplow,3.6,288,79,Unknown,1,2,0
Ariana Franklin,https://lubimyczytac.pl/autor/19612/ariana-franklin,6.0,441,458,Unknown,16,5,0
 Mendoza Pedro,https://lubimyczytac.pl/autor/21622/mendoza-pedro,4.9,324,77,Unknown,1,1,0
Janusz Rolicki,https://lubimyczytac.pl/autor/41016/janusz-rolicki,6.2,856,788,22.10.1938,6,18,0
Ragnhild Grødal Nilsen,https://lubimyczytac.pl/autor/42688/ragnhild-grodal-nilsen,6.3,304,85,Unknown,1,1,0
Ramsey Campbell,https://lubimyczytac.pl/autor/31254/ramsey-campbell,6.2,2627,4162,04.01.1946,11,26,0
Graham Greene,https://lubimyczytac.pl/autor/24095/graham-greene,6.9,1799,3062,02.10.1904,93,37,0
Janina Bauman,https://lubimyczytac.pl/autor/4787/janina-bauman,7.5,294,468,08.08.1926,0,3,0
Andrzej Wydrzyński,https://lubimyczytac.pl/autor/19178/andrzej-wydrzynski,6.6,547,377,01.12.1921,7,17,0
Tosca Lee,https://lubimyczytac.pl/autor/38808/tosca-lee,7.0,1120,1917,01.12.1969,22,12,0
Bryan Burrough,https://lubimyczytac.pl/autor/14003/bryan-burrough,7.7,305,384,Unknown,1,2,0
Jill Barnett,https://lubimyczytac.pl/autor/31481/jill-barnett,6.3,1146,1407,Unknown,21,15,0
